capital,adaptive,baseline,full_days,mean_daily_extra_paid,paired_two_day_bootstrap_low,paired_two_day_bootstrap_high
190.0,economic_3_30m_5,fixed_1,17,-0.11667365709144745,-0.19596583056807282,-0.038303773601112
190.0,economic_3_30m_5,fixed_3,17,0.0,0.0,0.0
190.0,economic_3_30m_5,fixed_5,17,0.1353685974534151,0.09631174799146738,0.1770249761030029
10000.0,vol_3,fixed_1,17,-18.730966559223138,-22.43862127946898,-15.118736045444487
10000.0,vol_3,fixed_3,17,0.6777690102358432,-0.04512216427150695,1.549572430863568
10000.0,vol_3,fixed_5,17,9.35891054170105,7.381446518775888,11.12985793463273
